,tweet_id,sentiment,content
32144,1752193603,happy,"@Desert_Paradise Hi Dale, your welcome man! Hope ur weekend is going well. I think I would enjoy your Desert Paradise! fun, fun, fun!"
32145,1752193620,surprise,okay im happy again  i watched the second episode of jonas on youtube. i think tomorrow my family is going to olive garden for mothers day
32152,1752193787,surprise,took the most amazing power nap ever. now its starbucks time.
32155,1752193865,happy,hungraaaaaaaaay. i'll just eat. don't go away Twitter! @whatchandrasaid LUNCH.
32159,1752193998,happy,@PrinceJamir thanks for the follow bro!
32160,1752194162,fear,@james_a_michael It doesn't look like you're tired in the pic.  Don't work too hard.
32162,1752194235,happy,@james_a_michael CUTE  thanks for sharing! AND PLEASE Direct Message ME before you go to bed James ;) ;) you know you want to!
32164,1752194258,surprise,@bobrules94: haha i know  it was super easy too. i sat at the toy counter and gave kids what little toy they wanted with they're tickets.
32165,1752194290,happy,Roxy was right. This palmade stuffs pretty cool
32168,1752194384,fear,Ur performance of love sex magic was awesome!
32169,1752194397,happy,Hi this is http://gayorbispace.com We hope everybody is having a safe &amp; fun weekend
32171,1752194457,happy,Thanks Synn!
32173,1752194498,happy,@AceArtemis7 well nothing. I can give you a pen.
32174,1752194509,fear,@skie and how are you going to make it up to me
32177,1752194633,surprise,Ready for tomorrow. My mommy will get her gift for Mother's Day. Hope she LOVES it!
32178,1752194637,fear,To bed I go   Nighty Night
32180,1752194673,fear,@KnightGrl OMG I'm sorry to hear that! I will keep my fingers crossed that you find something
32183,1752194762,happy,Just got home from dinner with my mommy and my new grandma. I'd rather be in Hollywood right now
32186,1752224372,happy,Art show at dee's place!! Woohoooo.
32187,1752224427,happy,"just saw ghosts of girlfriends past with my bf, that movie was so predictable but so funny! i loved it"
32193,1752224607,fear,@FoxWhisperer  My Dad worked for SW when I graduated HS. Worked at HOU 21 years.   He retired 3 years before I joined the Company.
32195,1752224680,happy,Fun webcamming with caroooo
32197,1752224789,happy,"i had a dream last night, and i was singing  first avid dream of myself crooning away!"
32199,1752224858,happy,http://twitpic.com/4wff3 - Got these pretty sweet stickers from @refyousuck
32200,1752224878,happy,"@bbelle_ yeah, just knew him because of your link  HE'S COMPLETELY AMAZING AND HE SINGS PHANTOM!"
32203,1752224918,happy,I am soo happy! Thank you baby for the best 1095 days of my life
32204,1752224949,surprise,"@defeated possibly! NyQuil will get me through tonight though  Doctors Monday! (I hope for the swine, just so I can be on google maps)..jk"
32205,1752225024,fear,"@MissXu Nope  Not that I have to worry about the possibility. I'm more worried about GOOG's design than her personal taste, actually."
32207,1752225111,happy,@barnaby3 I saw them a few on this tour a few months ago in Boston. So good! Glad you finally got to see them
32210,1752225240,happy,@oliviathiem thank you. We had a blast
32211,1752225326,happy,"Good show, sleepytime. Goodnight moon"
32212,1752225335,happy,"tiiiiiiired! Going to bed! Drinking leads to making out with boys, who you later forget their names.... Don't drink kids. Goodnight"
32216,1752225522,happy,Korean music festival &lt;33 i miss you ): Hahaha sexy time ! (: &lt;3 Can't wait till SHINee ! LOL !
32221,1752225666,happy,love it when jonas brothers are in the trending topics. maybe taylors turn next
32223,1752225935,surprise,Leme put this bottle of ciroc in ya..Baby i can make you popular!!
32224,1752225978,fear,"@marcelatanaka You are welcome, xuxu"
32225,1752226027,surprise,@LoriGama That wouldn't have happened if Ravit hadn't asked me. I met her thru a Twitter friend in CT. Love social media that way.
32227,1752226294,happy,"exhausted, sore and sunburnt. but I'm really happy"
32230,1752226378,fear,@HollyMVG That's awesome. Biking is an underappreciated activity these days.
32234,1752226449,surprise,@mahhsaayyy imagine i would say&quot;bitch!&quot; lol if i were ma d! haha but im not cuz ur cool
32238,1752226658,happy,Happy Mother's Day to all my fellow Montreal Blockheads who are moms  I'll join the club...one day! LOL
32242,1752226727,surprise,Jonas brothers concert  was greaattt
32243,1752226766,fear,The Veronicas are gonna rock the stage tomorrow  HAPPY MOTHER'S DAY EVERYONE!
32244,1752226787,anger,@Buddy021193 i hear you.. it pisses me off haha
32246,1752226882,happy,Just starting integrating Twitter with Forexforums.org ... looks like a great partnership!  I welcome all to our chat room tomorow all day
32247,1752226926,happy,Happy Mother's Day to all you moms out there
32253,1752227215,surprise,"@edenriegel Ur going 2 get tired of hearing from me, but I just saw a preview of ur movie Year One, and you were in it.  How funny. Yeah!"
32254,1752227250,happy,"Finishing this giraffe, then getting some sleep. Super excited about tomorrow!"
32255,1752227269,happy,@kelsie_marie1 hey beautiful whats up?
32257,1752227282,fear,@lyssaloo I was gonna text u and ask what puff meant!!
32261,1752227403,happy,@arielm27 Happy happy birthday
32263,1752227453,happy,"@ocell great to hear you saw Slumdog Millionaire! And yes, that's a Bollywood thing at the end"
32265,1752227551,happy,@shufflebite im gunna juhs so its another way to talk ta yu  &lt;3
32267,1752227560,sadness,@David_Henrie wat do u mean by killed it  and yes im sure lady gaga did do awsome
32268,1752227647,happy,craving a king sized snickers
32269,1752227660,happy,"Tomorrow is Mother's Day! What did you get for your moms?! If you don't have a gift, just tell her that you love her."
32270,1752227669,happy,@IlanRubin Freaking awesome job tonight! You seem to really be having a lot of fun. I have some pictures I wanna send you..
32276,1752227750,surprise,The hair looks sicckkkk.  Happy mothers day to all the mothers!
32278,1752227798,fear,I had a GREAT day with you guys today! We went to the Clay House for Emily's birthday &amp; had lots of fun. We will have 2 go there again.
32279,1752227820,happy,@yfeandipoo I'm sooooo excited to see you also love.....let the craziness begin  7 daysssssss YAHOOOO
32282,1752255469,fear,@alexosh1234 not worth it! I love the free version for the iPhone though!
32284,1752255481,happy,Went to friend's house to watch some good old season 1 episodes of Supernatural &lt;3 Damn I love this show soo fucking much
32285,1752255485,happy,"@ssnape Yes, though perhaps I wasn't thinking. I like vague. It seems a popper term for you."
32286,1752255508,happy,"@Gilamuffin Sounds like a good time, very nice of you.  Did you see him, when he played at the Rio or Aladdin? I've seen him live, 3 times"
32287,1752255578,sadness,Hi Everyone miss me much?  muahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh ;)
32290,1752255734,anger,@PirateTimmy hopefully it don't go that far  sometimes I feel like renouncing my roots
32292,1752255763,happy,@BoyceAvenue hey guys it's leann. . i dont know if you remember me but i just wanted to say that i'm very excited to see you guys go far
32293,1752255781,sadness,"@mortuaries your tweets are making my night, bb girl"
32294,1752255872,fear,@Lemonpi PH and I are having a macaron smackdown...except he is not aware of it...It's all being played out in my head
32300,1752256261,sadness,I just watched my favorite movie &quot;A Walk to Remember&quot; its so romantic and sad i just love it
32301,1752256264,fear,Tonight's SNL does not dissapoint. LOL
32305,1752256390,sadness,"&gt;&gt;Why did the Blonde Keep failing her drivers license test--------&gt;&gt;&gt;&gt;&gt;Everytime they stopped, she jumped in the back seat."
32308,1752256514,happy,"@robdyrdek my husband wears the same shirt all the time, think you can send some of that this way??"
32309,1752256523,sadness,@mamacapps  Know I'm not the only one.  Just harder on me.
32312,1752256604,happy,@ChesterBaker Really laughing out loud! Seeing a limo in front of MacDonalds is just to funny!
32313,1752256619,happy,saturday night live is amazing &amp; makes me laff lalala  i will always love this show  timberlake's sketches are always funny &lt;3
32319,1752256882,happy,Beautiful day  Northwest River Park for Mother's Day then movie night. Church tomorrow is going to be insane! I can't wait
32324,1752257115,fear,i have a sunburn line on my back from the tag sticking out of my tank top all day..... ugh. i need aloe vera!! went to the park again
32328,1752257338,happy,@CARAciao haha :S i started yesterday my dad helped me so much!!!
32331,1752257367,happy,"@LaniNicole Yeh yeh. I would switch to Cingular, but I have more friends on T-Mobile. Free minutes, yo."
32332,1752257408,surprise,"Never realized how good #Techmeme is until I actually read it (duh!) As an avid Tech Crunch reader, this is much better..."
32333,1752257422,happy,@iamchrisc haha  cute. ps thanks for the reply made my day haha
32334,1752257473,happy,Star trek was SOOOOO AWESOME!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!Spock and Kirk were hillarious!!!  Im seeing it again. sooon.
32335,1752257523,sadness,DUCKED OFF! I'LL BE BACK IN GA TOMORROW.
32337,1752257583,happy,trying to figure this twitter thing out!   I'm quite excited about it
32341,1752257666,surprise,@greenatelier awww wish I was there! Have a brew for me B!
32342,1752257687,fear,"'s plans didn't go as followed, but its ok"
32343,1752257785,happy,"Barack Obama is a legend, just watched his dinner speach, it was pretty funny"
32344,1752257807,fear,@FlamingBluStar Sorry to hear about the laptop troubles. Hope you can get them fixed and the lappy back to norm.
32345,1752257862,happy,@m1dnightc1ty I do too!! Sounds interesting
32349,1752257995,surprise,@fiyahlilly Nice we didn't see the fireworks but we sure heard 'em
32351,1752258267,happy,playing 20 questions with Chris
32352,1752258281,happy,@danielradcliffe Sunday and Mother's day!
32353,1752258288,happy,Looking forward for orange juice and fried eggs and cinnamon rolls tomorrow morning!!
32355,1752258346,happy,had a great night with friends
32356,1752258365,surprise,STAR TREK WAS PURE AWESOME! LOVE IT!!! &lt;3333 @elwhite It was so great seeing you!
32357,1752258385,happy,@MissJia  Word. Yayy twitter after dark lol.
32360,1752258510,fear,@Tyrese4ReaL hi (My Man) lOl I love you too... The song was clearer just had to turn my phone down
32362,1752258628,happy,"Baking experiment results: delicious, very sweet, very rich.  Almost too sweet."
32366,1752258710,happy,@JonathanRKnight awww such a sweetie. hope your mom has a wonderful mother's day too
32369,1752258794,fear,I like Sunday afternoons ...
32371,1752258998,fear,@carbaby and @travisgarland great seein you guys today!!! you look so happy  love it!! lets hang out soon!! love yall!
32375,1752259270,happy,Sturday night live
32376,1752259303,happy,@JonathanRKnight you &amp; chicken soup &amp; I'll be good!
32382,1752287068,fear,cant find my shoes. :/ hope its as bad as itll get 2nite.  im happy.
32384,1752287186,happy,@LKnerl yes we must I had so much fun at SXSW with you guys  PJ party in my room
32389,1752287305,happy,@CloverandBee YEA!! Way to go! Super excited for a great Midwest resource!!! Midwest pride!
32391,1752287434,happy,"@kellykleinwi okay, thanks!"
32392,1752287461,happy,"Watching SNL. Awhh, Chris Pine is a cutieee"
32393,1752287524,happy,"TodaY was better. My Panda can eally cheer me up. I dont know, I am Happy, Like the legit happy."
32394,1752287659,sadness,"I work all day tomorrow, followed by a date with tits, So Jayden and I gave my mom her mother's day gifts at midnight. She cried."
32396,1752287764,happy,Ok all have hit the point of relaxation.. heading to bed  sleep well and Happy Mother's day to all you Moms out there!! Night
32397,1752287863,fear,"@ArnaudJacobs  I always thought scuba diving would give me a entirely new perspective of the world, but too chicken to do it. can u help?"
32399,1752287998,surprise,Happy Mother's Day!
32400,1752288043,fear,Loong line for 7:00 trek. Started around 6. I'm trying to block the sun with my hand
32401,1752288086,happy,@bunnyrenee thank you
32405,1752288316,happy,May 10 is Human Kindness Day.
32406,1752288332,fear,@thnkhappythghts HIM shirt at dinner? Do you need to ask??  Does it actually have Ville on it?
32408,1752288640,happy,Just finished down loading AIM6.9 and guess what! I can get updates from Twitter on it!  Message me at: i am katie arttt
32410,1752288697,fear,@JonathanRKnight Thanks so much Jon.....same to your mom    That is so sweet of you to think of all of us
32412,1752288883,sadness,HAPPY MOTHER DAY TO ALL THE MOTHER'S IN THE ENTIRE WORLD WE DESERVED A DAY JUST FOR US RIGHT...
32414,1752288939,anger,Happy mothers day  I'm so hungry and the resturants are all closed... Damn
32417,1752289074,happy,Fun is being had.
32418,1752289187,happy,I think I would be a good radio dj...I like awesome music and I have a great personality!!!!  ;) !!!   !!!
